ID_RESERVA,LLEGADA,SALIDA,NOCHES,PAX,VALOR_RESERVA,NOMBRE_HABITACION,CANAL,MERCADO,AGENCIA,NOMBRE_HOTEL_REAL,COMPLEJO_REAL,PROBABILIDAD_CANCELACION,HOTEL_COMPLEJO,CLIENTE_NOMBRE,CLIENTE_EMAIL,SEGMENTO,FIDELIDAD,FUENTE_NEGOCIO,FECHA_CREACION,ESTADO
705592209601,2026-03-10,2026-03-17,7,2,2520,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.5132096872317654,WEB_DIRECT,aaaaa,aaaa,BAR,Sin programa,DIRECT SALES,2026-02-08 15:00:29,Confirmada
705924210601,2024-06-01,2024-06-08,7,2,0,,WEBPROPIA,ESPAÑA,Cliente Directo,,,0.027657961911808582,WEB_DIRECT,,,BAR,Sin programa,DIRECT SALES,2026-02-09 00:13:41,Confirmada
705925210601,2024-06-01,2024-06-08,7,2,0,,WEBPROPIA,ESPAÑA,Cliente Directo,,,0.027657961911808582,WEB_DIRECT,,,BAR,Sin programa,DIRECT SALES,2026-02-09 00:15:26,Confirmada
705927210601,2024-06-01,2024-06-08,7,2,0,,WEBPROPIA,ESPAÑA,Cliente Directo,,,0.027657961911808582,WEB_DIRECT,,,BAR,Sin programa,DIRECT SALES,2026-02-09 00:18:49,Confirmada
705929710601,2024-06-01,2024-06-08,7,2,0,,WEBPROPIA,ESPAÑA,Cliente Directo,,,0.02702599273311411,WEB_DIRECT,,,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 00:22:57,Confirmada
706435209601,2026-03-11,2026-03-18,7,2,0,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,,Complejo Costa Mujeres,0.3610225819570735,WEB_DIRECT,,,BAR,Sin programa,DIRECT SALES,2026-02-09 14:25:28,Confirmada
706435409601,2026-03-11,2026-03-18,7,2,0,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,,Complejo Costa Mujeres,0.3610225819570735,WEB_DIRECT,,,BAR,Sin programa,DIRECT SALES,2026-02-09 14:25:42,Confirmada
706437909601,2026-03-11,2026-03-18,7,2,0,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,,Complejo Costa Mujeres,0.3610225819570735,WEB_DIRECT,,,BAR,Sin programa,DIRECT SALES,2026-02-09 14:29:55,Confirmada
706445209601,2026-03-11,2026-03-18,7,2,1400,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.09080451805075067,WEB_DIRECT,gabriel,q@q.es,Loyalty,Rewards Member,DIRECT SALES,2026-02-09 14:42:07,Confirmada
706445509601,2026-03-11,2026-03-18,7,2,1400,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.09080451805075067,WEB_DIRECT,gabriel,q@q.es,Loyalty,Rewards Member,DIRECT SALES,2026-02-09 14:42:30,Confirmada
706446909601,2026-03-11,2026-03-18,7,2,1400,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.09080451805075067,WEB_DIRECT,AA,a@a.es,Loyalty,Rewards Member,DIRECT SALES,2026-02-09 14:44:56,Confirmada
706455609601,2026-03-11,2026-03-18,7,2,1400,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.3256060935702783,WEB_DIRECT,aaa,q@q.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 14:59:27,Confirmada
706467009601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4197226601008045,WEB_DIRECT,587403810701,q@q.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 15:18:22,Confirmada
706468609601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4197226601008045,WEB_DIRECT,587403810701,q@q.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 15:21:07,Confirmada
706468709601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4197226601008045,WEB_DIRECT,587403810701,q@q.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 15:21:18,Confirmada
706468809601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4197226601008045,WEB_DIRECT,587403810701,q@q.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 15:21:29,Confirmada
706468909601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4197226601008045,WEB_DIRECT,587403810701,q@q.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 15:21:39,Confirmada
706471609601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4197226601008045,WEB_DIRECT,587403810701,q@q.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 15:26:00,Confirmada
706482309601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4197226601008045,WEB_DIRECT,AAA,aaa@aaa.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 15:43:53,Confirmada
706482509601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4197226601008045,WEB_DIRECT,AAA,aaa@aaa.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 15:44:14,Confirmada
706489809601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.5013440895214708,WEB_DIRECT,a,q@q.es,BAR,Sin programa,DIRECT SALES,2026-02-09 15:56:25,Confirmada
706494709601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.5088949370560971,WEB_DIRECT,a,a,BAR,Sin programa,DIRECT SALES,2026-02-09 16:04:38,Confirmada
706497109601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.5088949370560971,WEB_DIRECT,a,a,BAR,Sin programa,DIRECT SALES,2026-02-09 16:08:31,Confirmada
706501609601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.5088949370560971,WEB_DIRECT,a,a,BAR,Sin programa,DIRECT SALES,2026-02-09 16:16:01,Confirmada
706510209601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.5088949370560971,WEB_DIRECT,a,a,BAR,Sin programa,DIRECT SALES,2026-02-09 16:30:27,Confirmada
706579809601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4848555054471474,WEB_DIRECT,a,AA,BAR,Sin programa,DIRECT SALES,2026-02-09 18:26:22,Confirmada
706584009601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4848555054471474,WEB_DIRECT,a,a,BAR,Sin programa,DIRECT SALES,2026-02-09 18:33:23,Confirmada
706585909601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4848555054471474,WEB_DIRECT,a,a,BAR,Sin programa,DIRECT SALES,2026-02-09 18:36:37,Confirmada
706588609601,2026-03-11,2026-03-18,7,2,1400,CMU FAMILY SUITE,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.14864865276034106,WEB_DIRECT,a,a,BAR,Sin programa,DIRECT SALES,2026-02-09 18:41:08,Confirmada
706593309601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4848555054471474,WEB_DIRECT,a,a,BAR,Sin programa,DIRECT SALES,2026-02-09 18:48:59,Confirmada
706593709601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4848555054471474,WEB_DIRECT,a,a,BAR,Sin programa,DIRECT SALES,2026-02-09 18:49:37,Confirmada
706595109601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.4848555054471474,WEB_DIRECT,a,a,BAR,Sin programa,DIRECT SALES,2026-02-09 18:51:59,Confirmada
706646609601,2026-03-11,2026-03-18,7,2,2626.06,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.6095213276855567,WEB_DIRECT,a,a,BAR,Sin programa,DIRECT SALES,2026-02-09 20:17:46,Confirmada
706672110601,2023-08-10,2023-08-15,5,2,1000,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Costa Mujeres,Complejo Riviera Maya,0.035188891001925175,WEB_DIRECT,Gabi,test@test.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 21:00:16,Confirmada
706676810601,2023-08-10,2023-08-15,5,2,1500,,WEBPROPIA,ESPAÑA,Cliente Directo,,,0.055886297461265,WEB_DIRECT,Gabi,test@test.com,BAR,Sin programa,DIRECT SALES,2026-02-09 21:08:09,Confirmada
706677310601,2023-08-10,2023-08-15,5,2,1500,,WEBPROPIA,ESPAÑA,Cliente Directo,,,0.055886297461265,WEB_DIRECT,Gabi,test@test.com,BAR,Sin programa,DIRECT SALES,2026-02-09 21:08:55,Confirmada
706682610601,2024-08-10,2024-08-15,5,2,1500,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Costa Mujeres,Complejo Riviera Maya,0.042853002434726936,WEB_DIRECT,Gabi,test@test.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 21:17:40,Confirmada
706683910601,2024-08-10,2024-08-15,5,2,1500,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Costa Mujeres,Complejo Riviera Maya,0.042853002434726936,WEB_DIRECT,Gabi,test@test.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 21:19:53,Confirmada
706684210601,2024-08-10,2024-08-15,5,2,1500,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Costa Mujeres,Complejo Riviera Maya,0.042853002434726936,WEB_DIRECT,Gabi,test@test.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 21:20:26,Confirmada
706684410601,2024-08-10,2024-08-15,5,2,1500,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Costa Mujeres,Complejo Riviera Maya,0.042853002434726936,WEB_DIRECT,Gabi,test@test.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 21:20:47,Confirmada
706684510601,2024-08-10,2024-08-15,5,2,1500,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Costa Mujeres,Complejo Riviera Maya,0.042853002434726936,WEB_DIRECT,Gabi,test@test.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-09 21:20:59,Confirmada
706783009601,2026-03-12,2026-03-19,7,2,2612.31,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.7313275083736435,WEB_DIRECT,a,a,BAR,Sin programa,DIRECT SALES,2026-02-10 00:05:03,Confirmada
707452009601,2024-06-01,2024-06-08,7,2,4900.0,TRS JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,TRS Coral Hotel,Complejo Costa Mujeres,0.0644739554280727,WEB_DIRECT,Gabriel Chamorro,gabriel@gmail.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-10 18:40:04,Confirmada
707455810601,2024-06-01,2024-06-08,7,2,2100,TRS JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,TRS Coral,Complejo Riviera Maya,0.0598085811120983,WEB_DIRECT,Gabriel Chamorro,gabriel@gmail.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-10 18:46:28,Confirmada
707458010601,2024-06-01,2024-06-08,7,2,2100,TRS JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,TRS Coral,Complejo Riviera Maya,0.0598085811120983,WEB_DIRECT,Gabriel Chamorro,gabriel@gmail.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-10 18:50:05,Confirmada
707472709601,2026-03-12,2026-03-19,7,2,2612.31,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.42089230779191783,WEB_DIRECT,a,q@q.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-10 19:14:37,Confirmada
707495109601,2026-03-12,2026-03-19,7,2,2612.31,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.42089230779191783,WEB_DIRECT,AAA,q@q.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-10 19:51:53,Confirmada
707496010601,2024-06-01,2024-06-08,7,2,1896.6600000000003,COL JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Colonial Resort & Spa,Complejo Riviera Maya,0.060458228566169336,WEB_DIRECT,AAA,q@q.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-10 19:53:22,Confirmada
707499710601,2024-06-01,2024-06-08,7,2,1896.6600000000003,COL JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Colonial Resort & Spa,Complejo Riviera Maya,0.060458228566169336,WEB_DIRECT,AAA,q@q.es,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-10 19:59:34,Confirmada
707532909601,2026-06-01,2026-06-08,7,2,4900.0,TRS JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,TRS Coral Hotel,Complejo Costa Mujeres,0.6811097849337446,WEB_DIRECT,Gabriel Chamorro,gabriel@gmail.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-10 20:55:00,Confirmada
707533209601,2026-06-01,2026-06-08,7,2,4900.0,TRS JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,TRS Coral Hotel,Complejo Costa Mujeres,0.6811097849337446,WEB_DIRECT,Gabriel Chamorro,gabriel@gmail.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-10 20:55:29,Confirmada
707533709601,2026-06-01,2026-06-08,7,2,4900.0,TRS JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,TRS Coral Hotel,Complejo Costa Mujeres,0.6811097849337446,WEB_DIRECT,Gabriel Chamorro,gabriel@gmail.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-10 20:56:18,Confirmada
707534009601,2026-06-01,2026-06-08,7,2,4900.0,TRS JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,TRS Coral Hotel,Complejo Costa Mujeres,0.6811097849337446,WEB_DIRECT,Gabriel Chamorro,gabriel@gmail.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-10 20:56:40,Confirmada
707534209601,2026-06-01,2026-06-08,7,2,4900.0,TRS JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,TRS Coral Hotel,Complejo Costa Mujeres,0.6811097849337446,WEB_DIRECT,Gabriel Chamorro,gabriel@gmail.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-10 20:57:08,Confirmada
708054009601,2026-06-01,2026-06-08,7,2,4900.0,TRS JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,TRS Coral Hotel,Complejo Costa Mujeres,0.621837213126304,WEB_DIRECT,Gabriel Chamorro,gabriel@gmail.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-11 11:23:20,Confirmada
708054209601,2026-06-03,2026-06-04,1,2,4900.0,TRS JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,TRS Coral Hotel,Complejo Costa Mujeres,0.6413089361912365,WEB_DIRECT,Gabriel Chamorro,gabriel@gmail.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-11 11:23:45,Confirmada
708067609601,2026-03-13,2026-03-20,7,2,2598.56,CMU JUNIOR SUITE GV,WEBPROPIA,ESPAÑA,Cliente Directo,Grand Palladium Select Costa Mujeres,Complejo Costa Mujeres,0.37039598829624243,WEB_DIRECT,Gabriel Chamorro,gabriel@gmail.com,Loyalty,Palladium Rewards,DIRECT SALES,2026-02-11 11:46:05,Confirmada
